short,mid,long
-1.0,2054,36222
0.31834072,1.0654969,1.0654969
0.320483,1.0654969,1.0654969
0.32023922,1.0654969,1.0654969
0.31902072,1.0654969,1.0654969
0.33000717,1.0654969,1.0654969
0.3316026,1.0654969,1.0654969
0.33239943,1.0654969,1.0654969
0.33935112,1.0654969,1.0654969
0.3329409,1.0654969,1.0654969
0.3311106,1.0654969,1.0654969
0.33296487,1.0654969,1.0654969
0.32872576,1.0654969,1.0654969
0.33478647,1.0654969,1.0654969
0.33883747,1.0654969,1.0654969
0.33338857,1.0654969,1.0654969
0.33312827,1.0654969,1.0654969
0.3271492,1.0654969,1.0654969
0.32421663,1.0654969,1.0654969
0.32421446,1.0654969,1.0654969
0.32349133,1.0654969,1.0654969
0.31647512,1.0654969,1.0654969
0.31590408,1.0654969,1.0654969
0.31588975,1.0654969,1.0654969
0.32050222,1.0654969,1.0654969
0.3220814,1.0654969,1.0654969
0.3227389,1.0654969,1.0654969
0.3281338,1.0654969,1.0654969
0.32958028,1.0654969,1.0654969
0.33187425,1.0654969,1.0654969
0.3273034,1.0654969,1.0654969
0.3262322,1.0654969,1.0654969
0.32448038,1.0654969,1.0654969
0.32504538,1.0654969,1.0654969
0.3338048,1.0654969,1.0654969
0.33614093,1.0654969,1.0654969
0.3304136,1.0654969,1.0654969
0.32837066,1.0654969,1.0654969
0.33333644,1.0654969,1.0654969
0.33002338,1.0654969,1.0654969
0.32543087,1.0654969,1.0654969
0.32599983,1.0654969,1.0654969
0.32336658,1.0654969,1.0654969
0.32902995,1.0654969,1.0654969
0.3239589,1.0654969,1.0654969
0.32215303,1.0654969,1.0654969
0.32293501,1.0654969,1.0654969
0.32343522,1.0654969,1.0654969
0.32526115,1.0654969,1.0654969
0.32309052,1.0654969,1.0654969
0.3199694,1.0654969,1.0654969
0.3192065,1.0654969,1.0654969
0.31962922,1.0654969,1.0654969
0.32273024,1.0654969,1.0654969
0.32026842,1.0654969,1.0654969
0.31319833,1.0654969,1.0654969
0.3173992,1.0654969,1.0654969
0.3152534,1.0654969,1.0654969
0.3177033,1.0654969,1.0654969
0.30946264,1.0654969,1.0654969
0.31774974,1.0654969,1.0654969
0.31993482,1.0654969,1.0654969
0.315265,1.0654969,1.0654969
0.31115407,1.0654969,1.0654969
0.3181037,1.0654969,1.0654969
0.321348,1.0654969,1.0654969
0.3223792,1.0654969,1.0654969
0.3229767,1.0654969,1.0654969
0.3303928,1.0654969,1.0654969
0.33281976,1.0654969,1.0654969
0.33078605,1.0654969,1.0654969
0.32603517,1.0654969,1.0654969
0.32050866,1.0654969,1.0654969
0.31745836,1.0654969,1.0654969
0.3134149,1.0654969,1.0654969
0.31459817,1.0654969,1.0654969
0.3046709,1.0654969,1.0654969
